Age,Gender,StudyHours,Attendance,AssignmentCompletion,ExamScore,SelfAssessment_Level
26,0,9,93,53,72,Moderate
22,0,9,93,96,56,High
18,0,9,93,94,88,High
27,0,16,100,87,59,High
19,1,26,92,88,68,High
25,1,26,92,53,76,Moderate
18,1,26,92,93,74,High
27,1,6,90,99,67,High
25,1,6,90,77,94,Moderate
20,1,16,84,99,65,High
18,1,16,84,54,75,Moderate
26,1,14,61,59,92,Moderate
29,1,14,61,54,81,Moderate
18,1,14,61,86,96,High
19,1,14,61,74,78,Moderate
23,0,28,63,70,51,Moderate
18,0,28,63,88,71,High
25,0,28,63,68,58,Moderate
27,0,8,82,60,96,Moderate
23,1,8,66,67,64,Moderate
29,1,14,73,94,90,High
23,1,14,73,91,72,High
28,1,14,73,81,72,High
25,1,20,100,55,70,Moderate
27,1,20,100,50,99,Moderate
19,1,20,100,60,55,Moderate
19,0,12,68,51,75,Moderate
20,0,12,68,89,64,High
22,0,11,100,58,52,Moderate
24,0,11,100,84,85,High
27,1,12,61,94,96,High
25,1,12,61,66,53,Moderate
22,0,30,82,96,77,High
21,0,30,82,62,61,Moderate
27,1,13,91,85,96,High
28,1,13,91,81,70,High
29,1,16,91,75,56,Moderate
28,0,22,97,78,100,Moderate
22,0,22,97,79,88,Moderate
18,0,22,97,78,96,Moderate
20,0,22,97,54,91,Moderate
22,0,22,97,76,52,Moderate
24,0,22,97,95,92,High
19,1,9,97,74,45,Moderate
29,1,7,90,82,81,High
26,0,22,60,95,86,High
21,1,30,100,51,78,Moderate
28,1,30,100,57,90,Moderate
18,1,30,70,72,96,Moderate
19,1,30,70,56,46,Moderate
19,1,30,70,80,50,High
18,1,30,70,91,95,High
20,1,30,70,75,82,Moderate
29,1,30,70,61,76,Moderate
21,0,31,85,61,92,Moderate
25,0,31,85,72,72,Moderate
24,1,10,73,77,68,Moderate
26,0,25,66,84,56,High
28,0,25,66,76,98,Moderate
20,0,6,98,57,66,Moderate
18,0,6,98,96,69,High
18,0,6,98,58,78,Moderate
20,0,18,92,76,92,Moderate
19,1,12,66,50,78,Moderate
19,1,12,66,70,42,Moderate
23,1,33,74,53,94,Moderate
25,1,31,94,99,62,High
23,1,32,66,84,74,High
23,1,32,66,64,47,Moderate
22,0,23,93,62,59,Moderate
26,0,23,93,72,51,Moderate
24,0,23,93,62,94,Moderate
25,0,23,93,61,75,Moderate
27,0,23,93,96,81,High
19,0,28,62,87,64,High
26,0,28,62,64,46,Moderate
26,0,28,62,72,95,Moderate
29,0,28,62,53,62,Moderate
27,0,28,62,90,86,High
21,0,28,62,100,72,High
20,1,30,76,62,58,Moderate
29,1,39,75,77,58,Moderate
18,1,39,75,69,94,Moderate
29,1,39,75,97,83,High
26,1,8,90,72,70,Moderate
24,1,8,90,62,71,Moderate
21,1,8,90,65,67,Moderate
24,1,8,90,95,91,High
26,1,8,90,96,52,High
21,0,32,81,61,100,Moderate
19,0,32,81,65,93,Moderate
29,0,32,81,65,83,Moderate
18,1,8,78,54,50,Moderate
28,1,8,78,72,92,Moderate
27,0,20,87,55,99,Moderate
29,0,20,87,78,97,Moderate
21,1,24,74,71,78,Moderate
23,0,20,100,97,59,High
26,0,20,100,52,75,Moderate
18,1,9,69,59,41,Moderate
19,1,9,69,50,44,Moderate
18,0,30,91,58,82,Moderate
21,0,30,91,73,79,Moderate
26,0,30,91,89,79,High
18,1,10,95,51,70,Moderate
25,1,26,70,100,71,High
27,1,26,70,69,76,Moderate
26,1,26,70,53,41,Moderate
24,1,26,70,72,67,Moderate
22,1,37,73,90,68,High
20,0,26,88,65,58,Moderate
29,0,26,88,72,45,Moderate
18,0,14,72,61,77,Moderate
26,0,14,72,60,77,Moderate
19,1,11,100,53,91,Moderate
20,1,11,100,52,40,Moderate
27,1,11,100,68,83,Moderate
23,1,8,65,51,63,Moderate
22,1,8,65,71,70,Moderate
20,1,16,87,62,78,Moderate
29,1,16,87,90,52,High
18,0,27,71,50,58,Moderate
26,0,27,71,80,86,High
24,1,11,86,69,43,Moderate
20,1,14,95,99,55,High
22,1,14,95,52,69,Moderate
26,0,15,79,62,82,Moderate
25,0,15,79,73,58,Moderate
27,0,15,79,83,73,High
20,0,15,79,74,46,Moderate
21,0,31,99,79,49,Moderate
29,0,31,99,64,63,Moderate
27,0,30,84,55,63,Moderate
24,0,30,84,94,97,High
19,0,30,84,66,75,Moderate
18,0,11,66,96,58,High
18,0,11,66,61,85,Moderate
29,0,11,66,70,54,Moderate
23,1,17,70,85,54,High
25,1,17,70,74,73,Moderate
21,1,17,70,95,89,High
28,1,17,70,97,82,High
20,1,31,83,53,100,Moderate
27,0,16,65,62,63,Moderate
20,0,34,61,76,57,Moderate
19,0,34,61,70,86,Moderate
26,0,34,61,64,62,Moderate
24,0,34,61,51,48,Moderate
23,0,28,90,59,43,Moderate
19,0,28,90,67,72,Moderate
21,0,28,90,78,96,Moderate
24,0,5,93,60,69,Moderate
21,0,5,93,66,47,Moderate
29,0,6,69,79,89,Moderate
28,0,6,69,85,84,High
25,0,11,91,84,86,High
29,0,11,91,87,84,High
27,0,13,82,68,96,Moderate
29,0,13,82,59,55,Moderate
26,0,13,82,93,96,High
21,0,13,82,64,84,Moderate
20,0,13,82,73,42,Moderate
29,0,13,82,66,52,Moderate
29,0,9,96,74,74,Moderate
25,0,9,96,92,99,High
21,0,25,61,58,60,Moderate
25,0,31,63,97,99,High
27,0,31,63,91,97,High
25,1,9,80,69,100,Moderate
19,0,33,92,57,93,Moderate
24,0,33,92,98,79,High
26,0,33,92,57,60,Moderate
21,0,33,92,60,58,Moderate
18,0,33,92,86,63,High
20,0,8,60,68,90,Moderate
24,0,8,60,96,52,High
18,0,8,78,97,62,High
29,0,8,78,88,50,High
29,1,33,63,70,79,Moderate
29,0,14,86,60,84,Moderate
18,0,14,86,54,53,Moderate
20,0,12,89,70,53,Moderate
21,0,12,89,86,87,High
26,0,10,70,54,73,Moderate
28,0,10,70,97,64,High
28,0,10,70,90,70,High
19,0,10,70,95,58,High
27,1,26,95,79,95,Moderate
27,1,26,95,87,94,High
26,1,26,95,82,80,High
27,1,26,65,83,62,High
25,1,26,65,74,97,Moderate
22,1,26,65,66,65,Moderate
18,1,26,65,93,52,High
24,0,8,83,54,56,Moderate
24,0,26,69,91,64,High
28,0,26,69,84,69,High
21,0,26,69,77,74,Moderate
26,1,32,85,100,55,High
24,1,32,85,76,72,Moderate
24,1,11,84,73,52,Moderate
19,1,11,84,81,59,High
18,1,11,84,80,88,High
29,1,8,87,64,76,Moderate
18,1,8,87,82,74,High
21,1,8,87,60,94,Moderate
28,1,8,87,99,57,High
26,0,21,73,58,76,Moderate
20,0,21,73,63,88,Moderate
24,0,21,73,90,57,High
26,0,21,73,53,99,Moderate
25,0,21,73,95,85,High
24,0,21,73,86,76,High
24,1,10,66,73,49,Moderate
28,1,10,66,60,54,Moderate
24,1,10,66,96,66,High
25,1,10,66,56,85,Moderate
24,0,6,85,61,63,Moderate
23,0,6,85,86,93,High
20,0,6,85,59,90,Moderate
25,0,6,85,74,61,Moderate
26,0,17,70,60,84,Moderate
24,0,17,70,78,73,Moderate
23,0,17,70,70,89,Moderate
18,0,14,99,65,95,Moderate
23,0,14,99,50,99,Moderate
20,0,14,99,73,41,Moderate
25,0,14,99,88,60,High
27,1,15,92,86,88,High
28,1,15,92,68,44,Moderate
20,1,5,62,53,43,Moderate
27,1,9,66,94,62,High
26,1,8,72,63,43,Moderate
29,1,8,72,78,67,Moderate
29,0,13,68,67,73,Moderate
29,0,13,68,92,48,High
29,0,13,68,86,47,High
29,0,13,68,91,84,High
25,0,13,68,98,43,High
25,0,13,68,55,40,Moderate
25,0,13,68,66,92,Moderate
23,0,13,68,87,82,High
18,0,25,81,72,40,Moderate
26,0,25,81,60,66,Moderate
25,1,12,83,72,73,Moderate
25,1,12,83,57,49,Moderate
24,1,13,89,75,68,Moderate
27,1,13,89,97,88,High
19,1,7,98,58,41,Moderate
22,1,7,98,80,92,High
18,1,7,98,63,97,Moderate
18,0,10,67,95,78,High
25,0,10,67,73,54,Moderate
18,0,10,67,61,62,Moderate
26,0,10,67,67,60,Moderate
28,0,10,67,99,68,High
18,1,28,71,88,92,High
24,1,28,71,89,95,High
28,1,28,71,79,93,Moderate
28,1,17,95,67,79,Moderate
26,1,17,95,88,87,High
27,1,17,95,99,83,High
19,1,17,95,96,99,High
26,1,14,97,97,79,High
20,0,7,97,79,87,Moderate
25,0,7,97,100,41,High
27,1,28,60,74,79,Moderate
29,1,28,60,57,73,Moderate
29,1,28,60,92,98,High
25,0,28,61,63,56,Moderate
29,0,15,62,88,50,High
29,0,15,62,79,57,Moderate
26,0,8,61,67,47,Moderate
26,0,29,98,68,74,Moderate
24,1,18,88,78,56,Moderate
21,1,18,88,68,56,Moderate
23,1,18,88,50,93,Moderate
23,1,18,88,70,70,Moderate
25,0,11,83,66,90,Moderate
18,1,8,67,68,48,Moderate
21,1,8,67,76,60,Moderate
23,1,24,86,63,99,Moderate
18,1,24,86,57,42,Moderate
22,1,24,86,76,82,Moderate
22,1,24,86,62,100,Moderate
22,1,10,72,83,55,High
28,0,28,99,98,99,High
25,0,28,99,89,54,High
20,0,28,99,57,42,Moderate
22,1,11,74,73,67,Moderate
19,1,11,74,57,48,Moderate
25,1,11,74,67,76,Moderate
18,0,28,67,85,85,High
27,0,28,67,62,56,Moderate
28,0,28,67,53,82,Moderate
23,1,34,75,58,52,Moderate
23,0,13,60,63,70,Moderate
28,0,13,60,87,57,High
23,0,13,60,97,90,High
19,1,25,66,62,72,Moderate
20,1,25,66,78,54,Moderate
25,1,25,66,61,83,Moderate
19,0,6,73,91,55,High
18,0,6,73,55,87,Moderate
21,0,37,69,82,95,High
19,1,7,72,79,76,Moderate
20,1,7,72,76,82,Moderate
23,0,8,97,75,47,Moderate
28,0,8,97,62,66,Moderate
27,0,8,97,56,48,Moderate
25,0,8,98,86,74,High
29,0,8,98,74,97,Moderate
18,1,34,87,78,95,Moderate
27,1,34,87,92,66,High
22,1,10,71,52,78,Moderate
22,1,38,90,68,70,Moderate
19,1,13,76,97,70,High
23,1,13,76,75,73,Moderate
24,1,13,76,82,63,High
29,1,18,60,56,76,Moderate
25,1,18,60,86,83,High
22,1,18,60,86,90,High
28,1,12,85,67,58,Moderate
26,1,12,85,80,99,High
25,1,12,85,74,40,Moderate
24,1,26,82,53,56,Moderate
19,1,26,82,86,52,High
21,0,22,78,80,83,High
24,0,22,78,100,51,High
21,0,7,74,51,93,Moderate
28,0,7,74,89,68,High
18,0,29,72,66,55,Moderate
23,0,11,73,77,59,Moderate
27,0,11,73,85,95,High
23,1,7,79,55,68,Moderate
28,1,7,79,64,87,Moderate
22,0,30,83,90,71,High
23,0,30,83,85,77,High
25,0,30,83,56,91,Moderate
28,0,30,83,54,88,Moderate
21,1,34,91,90,45,High
26,1,34,91,67,85,Moderate
27,0,7,63,58,80,Moderate
29,0,7,63,59,47,Moderate
21,0,7,63,74,71,Moderate
23,0,7,63,78,51,Moderate
26,1,7,86,60,45,Moderate
21,1,7,86,62,92,Moderate
19,1,34,97,60,83,Moderate
24,1,34,97,63,72,Moderate
27,1,34,97,61,62,Moderate
29,1,34,97,71,46,Moderate
19,1,13,97,98,85,High
23,1,13,97,60,78,Moderate
27,0,34,92,81,80,High
21,0,34,92,92,68,High
22,1,18,90,93,100,High
29,1,18,90,54,90,Moderate
26,1,18,90,76,76,Moderate
20,1,11,90,63,49,Moderate
26,1,9,88,99,45,High
23,0,18,100,62,65,Moderate
25,0,18,100,66,94,Moderate
23,0,35,86,100,89,High
27,1,34,79,52,55,Moderate
22,1,34,79,96,94,High
25,1,34,79,57,86,Moderate
22,1,34,79,76,67,Moderate
22,1,8,82,72,41,Moderate
22,1,8,82,75,71,Moderate
28,1,8,82,66,100,Moderate
26,1,31,77,81,87,High
25,0,8,91,85,93,High
29,0,8,91,96,87,High
28,0,8,91,50,73,Moderate
22,0,8,91,57,53,Moderate
23,1,14,99,88,71,High
22,1,14,99,88,94,High
20,1,14,99,95,72,High
22,0,9,72,86,100,High
28,0,15,60,86,54,High
26,0,15,60,81,82,High
28,0,15,60,84,99,High
19,0,15,60,66,88,Moderate
18,1,34,78,60,89,Moderate
20,1,34,78,63,73,Moderate
23,1,31,82,60,70,Moderate
22,1,31,82,54,66,Moderate
19,0,38,80,51,93,Moderate
18,0,38,80,93,83,High
21,0,38,80,85,94,High
18,0,38,80,68,93,Moderate
23,1,31,79,59,75,Moderate
22,1,31,79,51,45,Moderate
25,1,25,100,81,91,High
23,1,25,100,72,45,Moderate
19,0,11,78,56,91,Moderate
21,0,11,78,80,92,High
25,0,11,78,100,87,High
27,0,11,78,65,40,Moderate
28,0,11,78,59,82,Moderate
18,0,11,78,71,49,Moderate
27,0,11,78,66,75,Moderate
26,1,15,70,94,40,High
24,1,15,70,70,68,Moderate
24,1,15,70,72,81,Moderate
25,1,15,70,75,57,Moderate
23,0,27,84,54,73,Moderate
25,1,36,70,56,84,Moderate
25,0,12,71,90,98,High
26,0,12,71,66,61,Moderate
21,1,28,96,69,68,Moderate
20,1,28,96,72,40,Moderate
21,1,28,96,87,56,High
22,0,25,68,98,47,High
21,0,10,98,90,52,High
22,0,10,98,91,46,High
21,0,7,93,98,57,High
21,0,7,93,94,73,High
25,0,10,100,98,85,High
21,0,9,89,84,87,High
22,0,9,89,72,48,Moderate
20,1,13,62,85,90,High
28,1,13,62,54,75,Moderate
18,1,13,62,86,66,High
18,1,13,62,55,77,Moderate
23,1,35,63,92,74,High
19,1,35,63,68,55,Moderate
22,1,30,92,58,61,Moderate
22,0,7,88,64,85,Moderate
21,0,7,88,65,64,Moderate
19,1,9,90,95,73,High
29,1,9,90,70,82,Moderate
21,1,25,79,88,92,High
28,1,25,79,89,45,High
27,0,30,71,96,45,High
22,0,13,66,95,44,High
25,0,13,66,93,57,High
24,0,28,65,97,94,High
20,1,24,83,76,73,Moderate
29,1,24,83,51,100,Moderate
19,0,32,91,81,45,High
29,1,6,76,81,94,High
29,0,26,79,73,65,Moderate
19,0,26,79,93,89,High
18,0,26,79,82,89,High
28,0,26,79,83,93,High
21,0,26,79,60,74,Moderate
18,0,32,64,58,41,Moderate
19,0,32,64,95,41,High
27,0,32,64,65,99,Moderate
19,0,32,64,50,54,Moderate
29,1,12,97,64,42,Moderate
22,0,7,68,99,80,High
23,0,7,68,90,83,High
21,1,24,85,62,53,Moderate
29,1,24,85,99,62,High
24,1,24,85,77,48,Moderate
18,0,11,75,78,92,Moderate
23,1,35,67,58,66,Moderate
21,0,12,90,59,53,Moderate
22,0,12,90,61,98,Moderate
29,0,12,90,58,96,Moderate
19,0,12,90,92,54,High
27,0,12,90,52,86,Moderate
18,0,12,90,67,67,Moderate
23,0,12,90,50,43,Moderate
24,0,12,90,95,43,High
28,0,27,60,59,63,Moderate
27,0,27,60,86,98,High
27,1,10,75,82,88,High
21,1,10,75,67,100,Moderate
20,0,5,97,84,46,High
27,1,10,91,89,71,High
19,0,29,81,81,79,High
20,0,29,81,68,59,Moderate
25,0,28,96,90,82,High
18,1,35,91,100,62,High
24,1,35,91,67,51,Moderate
26,1,35,91,72,40,Moderate
24,1,35,91,56,94,Moderate
29,1,35,91,62,94,Moderate
29,1,35,91,77,45,Moderate
22,1,7,89,80,83,High
24,1,7,89,55,49,Moderate
27,0,9,88,50,99,Moderate
25,0,32,83,98,55,High
20,0,32,83,60,97,Moderate
29,0,32,83,57,80,Moderate
26,0,32,83,86,62,High
29,1,5,73,54,79,Moderate
23,1,5,73,73,96,Moderate
21,1,5,73,94,60,High
27,1,39,78,79,40,Moderate
22,1,39,78,64,100,Moderate
22,0,16,85,99,68,High
29,0,16,85,94,80,High
22,1,6,66,95,71,High
24,1,6,66,54,41,Moderate
25,1,6,66,64,66,Moderate
22,1,36,89,79,63,Moderate
27,1,36,89,69,79,Moderate
28,1,5,93,63,61,Moderate
27,1,5,93,59,74,Moderate
27,1,5,93,62,56,Moderate
24,1,5,93,87,81,High
20,0,10,65,71,95,Moderate
20,0,10,65,73,57,Moderate
26,0,13,78,61,54,Moderate
18,0,9,81,95,83,High
22,0,9,81,77,75,Moderate
22,0,9,81,100,65,High
25,1,29,60,77,43,Moderate
24,1,29,60,50,90,Moderate
29,1,29,60,64,90,Moderate
22,1,11,68,69,98,Moderate
18,0,38,98,74,86,Moderate
22,0,38,98,75,56,Moderate
28,0,38,98,51,80,Moderate
26,0,38,98,86,77,High
29,1,9,93,84,72,High
19,1,6,80,100,78,High
18,1,6,80,80,66,High
23,0,30,68,84,42,High
20,1,6,92,67,44,Moderate
20,1,6,92,70,79,Moderate
19,1,6,92,64,43,Moderate
20,1,5,61,71,44,Moderate
26,1,5,61,55,90,Moderate
19,1,5,61,52,60,Moderate
27,1,9,67,86,82,High
22,1,9,67,54,77,Moderate
22,1,9,67,62,52,Moderate
29,0,6,83,77,55,Moderate
27,0,6,83,92,95,High
21,0,6,83,84,100,High
18,1,30,99,88,62,High
20,1,30,99,88,44,High
20,1,30,99,56,93,Moderate
28,0,27,76,90,94,High
25,0,27,76,63,77,Moderate
27,1,33,66,91,80,High
22,1,33,66,95,55,High
26,1,33,66,68,90,Moderate
20,1,33,66,80,55,High
22,0,27,100,78,86,Moderate
18,0,27,100,61,67,Moderate
22,1,33,78,60,94,Moderate
25,1,33,78,95,77,High
24,1,33,78,67,98,Moderate
28,0,7,94,67,93,Moderate
29,0,7,94,70,52,Moderate
25,1,32,90,53,41,Moderate
27,0,30,97,79,47,Moderate
23,0,30,97,68,99,Moderate
23,0,30,97,78,80,Moderate
25,0,30,97,78,47,Moderate
28,0,30,97,56,79,Moderate
20,0,15,94,66,45,Moderate
21,0,15,94,94,79,High
23,1,27,93,81,76,High
22,0,13,72,89,91,High
29,0,13,72,70,54,Moderate
25,1,33,61,75,40,Moderate
27,0,12,86,58,92,Moderate
28,0,12,86,77,60,Moderate
23,0,12,86,69,92,Moderate
21,1,36,82,54,95,Moderate
20,1,36,82,71,78,Moderate
18,1,36,82,63,74,Moderate
25,1,36,82,71,78,Moderate
24,1,34,99,68,63,Moderate
25,1,22,100,57,85,Moderate
29,0,27,80,71,81,Moderate
23,0,27,80,58,40,Moderate
29,0,29,79,69,82,Moderate
22,0,29,79,88,55,High
19,0,29,79,90,52,High
25,1,11,77,87,48,High
19,1,11,77,81,52,High
18,1,11,77,62,50,Moderate
21,1,11,77,84,52,High
28,0,31,95,98,45,High
18,1,15,80,96,71,High
28,1,15,80,50,67,Moderate
25,1,15,80,53,42,Moderate
27,1,15,80,80,78,High
19,0,17,74,95,79,High
26,0,17,74,73,77,Moderate
25,0,17,74,74,59,Moderate
27,0,11,95,50,83,Moderate
27,0,11,95,91,55,High
21,0,31,73,65,62,Moderate
29,0,12,93,50,45,Moderate
22,0,12,93,77,99,Moderate
18,0,12,93,95,77,High
19,0,12,93,55,89,Moderate
19,1,32,94,82,67,High
19,1,32,94,97,45,High
19,1,34,93,82,43,High
18,0,29,93,60,83,Moderate
22,0,29,93,53,56,Moderate
18,0,29,93,55,89,Moderate
25,0,29,93,59,71,Moderate
24,0,10,94,96,75,High
23,0,10,94,78,52,Moderate
24,0,10,94,85,68,High
24,0,20,91,85,85,High
20,0,28,88,76,56,Moderate
22,1,5,96,86,61,High
25,1,5,96,66,79,Moderate
23,1,5,96,76,97,Moderate
27,1,5,96,92,78,High
25,1,5,96,80,82,High
29,1,28,68,94,75,High
20,1,28,68,89,94,High
29,1,28,68,68,46,Moderate
29,1,28,68,50,54,Moderate
19,0,10,88,58,65,Moderate
20,0,10,88,66,90,Moderate
25,1,36,90,54,78,Moderate
22,1,7,73,74,44,Moderate
20,0,34,82,68,59,Moderate
19,0,28,85,91,66,High
27,0,28,85,54,71,Moderate
20,0,37,96,61,46,Moderate
21,0,37,96,76,55,Moderate
26,0,37,96,97,40,High
22,0,8,65,68,46,Moderate
23,0,8,65,89,77,High
28,0,8,65,53,54,Moderate
23,0,8,65,76,50,Moderate
19,1,8,64,91,50,High
24,1,8,64,53,57,Moderate
22,1,8,64,68,73,Moderate
19,1,6,84,55,80,Moderate
18,0,32,94,52,42,Moderate
27,0,32,94,65,94,Moderate
28,0,32,94,84,95,High
24,1,28,90,71,81,Moderate
22,1,28,90,58,94,Moderate
23,1,8,96,84,51,High
19,1,8,96,63,96,Moderate
28,1,8,96,60,85,Moderate
20,1,28,93,84,99,High
23,1,28,93,54,63,Moderate
18,1,29,75,69,72,Moderate
28,1,29,75,93,45,High
24,0,9,78,85,88,High
24,1,6,67,93,70,High
23,1,6,67,77,62,Moderate
22,0,13,75,65,70,Moderate
20,0,13,75,100,44,High
21,1,6,88,96,54,High
22,0,26,87,53,48,Moderate
25,1,35,84,93,83,High
21,0,29,65,68,83,Moderate
22,0,29,65,60,47,Moderate
18,1,12,91,59,85,Moderate
28,0,33,95,70,65,Moderate
19,0,33,95,52,99,Moderate
18,0,33,95,99,41,High
19,0,33,95,77,47,Moderate
26,0,33,95,77,90,Moderate
27,0,30,62,67,40,Moderate
22,0,30,62,100,71,High
23,0,30,62,72,55,Moderate
23,0,22,90,80,56,High
29,0,22,90,50,62,Moderate
18,0,10,86,66,77,Moderate
